Customer,State,Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Day,Month,Year
1288,0,0.1362133431536319,0,0,3,4,0,0.0,1,1,0.3669724770642202,0.8285714285714285,0.12121212121212122,0,0,1,4,0,2,0.5050279040369553,1,2,1,1,1970
4535,3,0.14326013205559765,0,2,4,0,0,0.11623208409597824,1,0,0.4311926605504588,0.11428571428571428,0.98989898989899,0,0,1,3,0,0,0.5400369876177716,0,1,1,1,1970
3994,1,0.42431173354723617,0,2,0,2,0,0.11491183324831719,1,1,0.4036697247706422,0.11428571428571428,0.5050505050505051,0,5,1,5,0,2,0.5250330946545647,3,2,1,1,1970
1168,3,0.09331854800958356,0,1,0,4,1,0.0,1,2,0.3027522935779817,0.5714285714285714,0.5353535353535354,0,0,1,5,0,0,0.8994295327137042,3,2,1,1,1970
4993,0,0.32049081214662745,0,0,0,4,0,0.0,1,2,0.01834862385321112,0.6,0.2828282828282829,0,1,1,5,2,1,0.7046541601890529,0,0,1,1,1970
4169,4,0.06493622224059217,0,0,1,1,1,0.3366939718546524,1,1,0.11009174311926606,0.8285714285714285,0.7171717171717172,0,0,1,5,2,3,0.36499156971368973,0,1,1,1,1970
1217,3,0.46329497325200997,0,0,1,1,0,0.2255128474410138,1,0,0.4678899082568808,0.19999999999999998,0.6060606060606061,0,2,0,2,0,0,0.560042178235381,1,1,1,1,1970
793,0,0.6691159470537692,0,1,3,1,0,0.6149768456006641,2,1,0.3302752293577982,0.14285714285714285,0.6565656565656566,0,1,1,5,3,1,0.4846670419689051,3,2,1,1,1970
1564,3,0.33659977261545226,1,1,0,4,0,0.0,1,0,0.3119266055045873,0.37142857142857144,0.20202020202020204,0,4,1,5,0,2,0.4750201181105413,3,0,1,1,1970
4030,1,0.6752984144156573,0,2,1,0,0,0.2988467808883688,1,1,0.37614678899082576,0.4857142857142857,0.0,0,1,1,5,2,3,0.5211302434653058,0,1,1,1,1970
2834,3,0.04299619181279804,0,0,4,1,1,0.651983876936618,0,1,0.03669724770642202,0.8285714285714285,0.27272727272727276,0,0,1,4,1,3,0.005559252840097579,3,0,1,1,1970
5661,3,0.4577034963988027,0,0,0,1,1,0.3899140836758984,1,1,0.11009174311926606,0.7714285714285714,0.38383838383838387,0,1,1,5,1,1,0.36499156971368973,0,2,1,1,1970
885,3,0.24959508727035304,0,0,3,1,0,0.7182464668286975,0,2,0.09174311926605516,0.4857142857142857,0.48484848484848486,0,5,1,3,1,2,0.03014860683930684,0,1,1,1,1970
5434,2,0.4173138095860235,0,0,1,1,1,0.209649833468359,1,1,0.05504587155963314,0.5714285714285714,0.33333333333333337,0,1,1,3,1,0,0.3349837837872757,0,1,1,1,1970
5857,1,0.4184070341479531,0,1,1,4,0,0.0,0,2,0.14678899082568808,0.5714285714285714,0.26262626262626265,0,1,1,5,2,1,0.026786823120663553,3,0,1,1,1970
4836,1,0.26264041053673304,1,0,3,1,1,0.5107570438383293,1,2,0.11926605504587162,0.6571428571428571,0.0,0,7,1,5,1,2,0.820936238440575,0,1,1,1,1970
839,1,0.14735172647794179,0,0,2,1,1,0.34384533061281647,1,1,0.37614678899082576,0.34285714285714286,0.5454545454545455,0,0,1,3,2,1,0.5100292016913577,1,1,1,1,1970
5550,2,0.03665435772765355,0,0,4,1,1,0.4308018523519469,1,1,0.01834862385321112,1.0,0.15151515151515152,0,0,1,5,1,2,0.31497859316966637,0,0,1,1,1970
4203,3,0.3163447138726776,0,1,1,0,0,0.25226793090687233,1,2,0.2660550458715597,0.7999999999999999,0.696969696969697,0,2,1,5,1,0,0.49546630961013466,0,2,1,1,1970
506,3,0.04859590955334195,0,0,0,1,0,0.3272621798141647,1,0,0.05504587155963314,0.37142857142857144,0.12121212121212122,0,0,1,4,2,1,0.3349837837872757,0,1,1,1,1970
3196,4,0.6009972469036469,1,1,0,1,0,0.7255378521919165,1,1,0.2477064220183487,0.19999999999999998,0.030303030303030304,0,1,0,2,1,2,0.6581332949289244,3,1,1,1,1970
653,3,0.036972381809130345,0,0,0,1,0,0.8075934427541234,0,1,0.01834862385321112,0.6857142857142857,0.8484848484848485,0,0,0,2,0,0,0.01227404925162275,0,1,1,1,1970
5088,3,0.04699410287042208,0,0,0,1,1,0.5283203808723658,1,1,0.05504587155963314,0.6571428571428571,0.888888888888889,0,0,0,0,0,1,0.3651260139720732,3,2,1,1,1970
3137,1,0.19474835584591046,0,0,0,2,1,0.1811044098378692,1,1,0.00917431192660556,0.8285714285714285,0.11111111111111112,0,7,1,4,0,0,0.30997729551526404,0,1,1,1,1970
1353,3,0.282479164490134,0,1,1,1,1,0.32633200308058535,1,1,0.13761467889908263,0.3142857142857143,0.6060606060606061,0,6,1,4,0,0,0.39587114121167577,3,2,1,1,1970
4585,1,0.41681671981693125,1,0,1,4,0,0.0,1,1,0.42201834862385335,0.08571428571428572,0.6565656565656566,0,2,1,5,0,0,0.5350356899633694,1,1,1,1,1970
10,1,0.027693296904924336,1,0,1,4,1,0.0,1,2,0.0825688073394496,0.6857142857142857,0.10101010101010102,0,0,1,3,0,1,0.44299754692080706,0,1,1,1,1970
1058,1,0.16205016043474643,1,2,1,1,1,0.6048649243356238,1,1,0.42201834862385335,0.2571428571428571,0.18181818181818182,0,0,1,5,1,1,0.5350356899633694,0,1,1,1,1970
4650,1,0.5139812348916756,0,1,3,4,0,0.0,1,2,0.6330275229357798,0.7999999999999999,0.888888888888889,0,3,1,5,0,3,0.9751498835507754,1,1,1,1,1970
2858,1,0.39543002728184207,0,0,0,1,0,0.3230913873635991,0,1,0.03669724770642202,0.37142857142857144,0.3434343434343435,0,1,1,3,2,1,0.04694292372724646,0,1,1,1,1970
5068,1,0.32656856657209987,0,1,1,1,1,0.5640871765635471,1,1,0.22018348623853212,0.11428571428571428,0.18181818181818182,0,6,1,5,3,0,0.42500714156651787,0,2,1,1,1970
2844,0,0.45084115753150245,0,0,1,1,1,0.27809283763915144,1,1,0.44036697247706424,0.5428571428571428,0.5454545454545455,0,6,1,5,1,1,0.8176090074371015,1,1,1,1,1970
4815,3,0.19275585776609752,1,1,3,3,1,0.2099698942799132,1,0,0.6605504587155964,1.0,0.9090909090909092,0,0,1,5,1,0,0.6650694289778302,1,1,1,1,1970
4143,1,0.03295705502116508,0,0,0,1,0,0.9272861843750313,1,2,0.00917431192660556,0.6857142857142857,0.10101010101010102,0,0,1,4,2,0,0.3837465880405022,3,1,1,1,1970
5623,4,0.06848735134500275,0,1,1,4,1,0.0,1,1,0.20183486238532122,0.7428571428571429,0.8989898989898991,0,0,1,4,2,3,0.6070117474178184,3,1,1,1,1970
866,3,0.2431623613495232,0,0,3,1,0,0.8878486912513378,1,1,0.06422018348623859,0.4857142857142857,0.7777777777777778,0,6,1,5,2,1,0.33998508144167805,3,2,1,1,1970
991,2,0.035685622427806846,0,0,0,1,0,0.335613766615657,0,1,0.01834862385321112,0.4857142857142857,0.11111111111111112,0,0,1,5,0,0,0.10606652352084499,0,1,1,1,1970
5241,3,0.07900764674929822,0,1,4,1,0,0.5886118362488874,0,2,0.15596330275229364,0.5714285714285714,0.26262626262626265,0,0,1,5,1,1,0.14967298780850863,0,1,1,1,1970
1491,0,0.12784923555781322,0,1,1,1,1,0.21884157990018105,2,1,0.3302752293577982,0.8285714285714285,0.37373737373737376,0,0,2,7,0,1,0.4417585285657165,0,1,1,1,1970
3652,3,0.6796500532208264,1,0,1,3,1,0.2525579860173433,1,0,0.04587155963302758,0.37142857142857144,0.43434343434343436,0,1,1,4,1,3,0.3299824861328734,0,1,1,1,1970
3838,4,0.4054213635965698,0,0,4,4,0,0.0,0,1,0.07339449541284404,0.2571428571428571,0.12121212121212122,0,1,1,3,1,0,0.0027152117901341104,0,1,1,1,1970
4589,0,0.16034490385151343,0,0,3,1,1,0.2419259659335274,1,1,0.44036697247706424,0.39999999999999997,0.8282828282828284,0,0,1,5,0,0,0.5450382852721741,2,1,1,1,1970
1310,2,0.27608634063009896,0,0,0,1,0,0.41618907592442567,0,1,0.11926605504587162,0.39999999999999997,0.08080808080808081,0,7,2,7,0,1,0.11847083261181367,0,1,1,1,1970
4436,0,0.18989768685576905,0,2,1,1,1,0.6984627079145038,1,1,0.522935779816514,0.9142857142857143,1.0,0,0,1,5,0,0,0.8633111977809368,0,2,1,1,1970
379,0,0.4184868434732182,0,0,3,4,0,0.0,1,2,0.11926605504587162,0.42857142857142855,0.9191919191919192,0,1,0,1,0,3,0.5550408805809787,0,2,1,1,1970
3533,3,0.5289387556162597,0,0,3,1,0,0.8055130474790211,0,1,0.5321100917431194,0.14285714285714285,0.8383838383838385,0,2,2,7,0,1,0.055951705969459795,2,1,1,1,1970
3843,4,0.019427090703754174,0,0,1,4,0,0.0,1,2,0.01834862385321112,0.05714285714285714,0.05050505050505051,0,0,1,4,1,0,0.6319800643274199,0,2,1,1,1970
4263,3,0.5244022647057696,0,1,1,1,0,0.9775057260879567,2,1,0.1651376146788992,0.0,0.7070707070707072,0,1,1,5,3,1,0.3019670921595319,0,1,1,1,1970
204,0,0.5823799726394825,0,1,0,1,0,0.6123363439053421,2,2,0.25688073394495414,0.5714285714285714,0.5555555555555556,0,1,2,8,2,1,0.4089658658986536,0,2,1,1,1970
832,3,0.03298063724566608,0,0,1,4,1,0.0,1,2,0.11926605504587162,0.19999999999999998,0.20202020202020204,0,0,1,3,3,3,0.751385789509771,3,0,1,1,1970
3247,0,0.2514619659191599,0,2,4,1,1,0.5034456546743882,2,1,0.724770642201835,0.2571428571428571,0.5454545454545455,0,0,1,4,0,2,0.47556593681392845,1,1,1,1,1970
5646,4,0.32591443064146774,0,2,3,1,1,0.6323301427271182,1,1,0.9816513761467891,0.7999999999999999,0.494949494949495,0,0,0,2,2,0,0.8401148468819121,1,1,1,1,1970
2573,3,0.12049836551048868,1,1,3,4,0,0.0,1,1,0.32110091743119273,0.8857142857142857,0.3434343434343435,0,0,1,3,0,0,0.4800214157649436,0,0,1,1,1970
5855,2,0.11559065251192183,0,1,0,1,1,0.6450725637871196,2,1,0.2844036697247707,0.9714285714285714,0.30303030303030304,0,0,0,1,3,3,0.26245671878312304,0,1,1,1,1970
203,1,0.41171856929597417,0,0,1,4,0,0.0,1,1,0.10091743119266061,0.19999999999999998,0.7575757575757577,0,1,0,2,0,2,0.35999027205928746,0,1,1,1,1970
5487,0,0.41584189510670366,0,1,3,1,0,0.7734469549214351,0,1,0.3486238532110093,0.0,0.21212121212121213,0,2,1,5,1,3,0.10331701637398283,0,1,1,1,1970
969,3,0.13117990269575694,1,2,1,4,1,0.0,1,1,0.4036697247706422,0.08571428571428572,0.9292929292929294,0,0,0,1,0,1,0.5250330946545647,0,0,1,1,1970
1398,4,0.04610893866750623,0,0,0,1,1,0.24499654934437545,1,2,0.0825688073394496,0.8285714285714285,0.6565656565656566,0,0,1,4,3,1,0.34998767675048276,0,2,1,1,1970
3395,0,0.20054185110527065,0,1,3,0,1,0.26377011632210123,1,1,0.596330275229358,0.3142857142857143,0.07070707070707072,0,0,1,5,3,0,0.6300603453970138,1,1,1,1,1970
361,0,0.5383051105980456,0,1,0,2,0,0.17517328292375553,0,1,0.6055045871559634,0.05714285714285714,0.05050505050505051,0,2,1,3,0,1,0.008558180952606855,1,1,1,1,1970
5572,1,0.06600888388927525,0,0,0,1,0,0.8928696452325943,2,2,0.11926605504587162,0.4857142857142857,0.9090909090909092,0,0,1,5,1,1,0.32977329435523384,0,1,1,1,1970
3071,1,0.04068136385292087,0,0,3,1,1,0.29762654904431846,1,1,0.03669724770642202,0.37142857142857144,0.5555555555555556,0,0,1,4,1,3,0.324981188478471,0,2,1,1,1970
3849,3,0.10564230091531887,0,1,1,1,1,0.5182384653084087,0,2,0.2844036697247707,0.7999999999999999,0.8989898989898991,0,0,1,4,2,0,0.0585586490428092,0,1,1,1,1970
441,3,0.5376142711324552,0,1,0,1,0,0.2403256618757564,1,1,0.19266055045871566,0.39999999999999997,0.27272727272727276,0,1,1,4,1,0,0.41000324860331083,0,2,1,1,1970
2265,0,0.13036054202158878,1,0,1,3,1,0.28147347996119265,1,1,0.4036697247706422,0.5142857142857142,0.5050505050505051,0,0,1,5,1,0,0.7310326263142976,2,1,1,1,1970
2967,1,0.020316674214764407,0,0,3,4,1,0.0,1,1,0.01834862385321112,0.02857142857142857,0.05050505050505051,0,0,0,2,1,0,0.7077558983103445,3,1,1,1,1970
2812,4,0.17211327583218414,0,0,1,1,0,0.8491913463558076,2,1,0.45871559633027537,0.19999999999999998,0.6363636363636365,0,0,1,3,0,0,0.5178716813205644,1,1,1,1,1970
5562,1,0.4662595323353337,1,0,1,4,0,0.0,1,0,0.522935779816514,0.39999999999999997,0.6464646464646465,0,3,1,5,0,0,0.5900499641617951,1,1,1,1,1970
3899,3,0.40077903651897473,0,0,4,2,1,0.21880157229873679,1,1,0.06422018348623859,0.34285714285714286,0.2828282828282829,0,1,1,5,0,0,0.48482971542673653,0,2,1,1,1970
4454,1,0.02902712693032719,0,0,1,2,1,0.2750622618297477,1,1,0.01834862385321112,0.5714285714285714,0.0,0,0,1,3,3,1,0.5649594968086069,0,1,1,1,1970
2613,3,0.9275775036366937,0,2,2,0,0,0.15900021003990758,2,0,0.3669724770642202,0.8571428571428571,1.0,0,1,1,5,1,0,0.31575837778701155,0,1,1,1,1970
863,1,0.26264041053673304,1,0,3,1,1,0.5107570438383293,1,2,0.11926605504587162,0.6571428571428571,0.0,0,7,1,4,1,2,0.820936238440575,0,1,1,1,1970
8,1,0.18353062861306688,0,0,0,1,0,0.28363389043918347,0,1,0.5137614678899083,0.6857142857142857,0.37373737373737376,0,0,1,4,1,2,0.08744498670261752,2,1,1,1,1970
3989,4,0.17141328511358447,0,0,1,1,0,0.6185775297306488,0,1,0.4678899082568808,0.02857142857142857,0.48484848484848486,0,0,1,4,1,0,0.2247658112417637,1,1,1,1,1970
1973,0,0.275679897013829,0,0,0,1,0,0.9098928796471331,2,1,0.11926605504587162,0.08571428571428572,0.4747474747474748,0,7,1,5,1,2,0.2425912123251271,3,1,1,1,1970
2014,4,0.21529259372585138,0,0,1,4,0,0.0,1,2,0.11926605504587162,0.08571428571428572,0.9595959595959597,0,6,1,5,2,3,0.5550408805809787,3,1,1,1,1970
1664,1,0.14444429785343824,0,0,0,1,0,0.29554615376921617,1,0,0.3944954128440368,0.4857142857142857,0.5151515151515152,0,0,1,4,1,2,0.740124085216423,2,2,1,1,1970
3399,3,0.20104646538904744,0,0,3,1,1,0.21713125493843832,1,1,0.00917431192660556,0.7999999999999999,0.17171717171717174,0,2,1,4,1,1,0.4253976032937672,0,0,1,1,1970
3029,2,0.5514182120839288,0,1,0,1,1,0.6790290155129475,1,2,0.22018348623853212,0.6571428571428571,0.5757575757575758,0,1,1,4,3,0,0.42500714156651787,0,2,1,1,1970
2,1,0.12079903699955294,0,0,0,4,1,0.0,1,2,0.4495412844036699,0.08571428571428572,0.16161616161616163,0,0,1,5,0,0,0.8251109539187051,1,1,1,1,1970
4561,1,0.17898903109303024,0,0,1,1,0,0.9933487362598894,1,2,0.4862385321100917,0.7428571428571429,0.5353535353535354,0,0,0,2,1,1,0.785891328897561,1,1,1,1,1970
5375,0,0.24112344599911908,1,1,0,1,0,0.5451735829807663,1,1,0.7064220183486238,0.5714285714285714,0.11111111111111112,0,0,1,3,1,0,0.7323681738818661,1,1,1,1,1970
1463,1,0.06827715303858922,0,1,0,1,0,0.6459827367199769,2,2,0.13761467889908263,0.08571428571428572,0.17171717171717174,0,0,1,3,2,1,0.21540808221058064,0,1,1,1,1970
5325,1,0.026986742547655485,0,0,3,4,0,0.0,1,2,0.07339449541284404,0.14285714285714285,0.4040404040404041,0,0,2,8,3,1,0.5175311481729612,3,2,1,1,1970
995,0,0.3395795815900172,0,0,3,4,0,0.0,1,0,0.01834862385321112,0.17142857142857143,0.12121212121212122,0,1,1,4,0,1,0.31497859316966637,0,2,1,1,1970
5564,4,0.08876913019795035,0,1,0,1,0,0.3169202148408198,1,1,0.1834862385321101,0.3142857142857143,0.33333333333333337,0,0,1,5,0,0,0.4489655526923879,0,2,1,1,1970
4154,1,0.6345380940851848,0,2,4,0,0,0.2768426000940179,1,2,0.8165137614678901,0.8571428571428571,0.2828282828282829,0,2,1,3,0,2,0.7526827801982351,1,1,1,1,1970
4664,0,0.055850907916968506,0,0,3,1,0,0.6536341904961943,1,1,0.07339449541284404,0.11428571428571428,0.5454545454545455,0,0,0,0,1,2,0.5010972133326906,0,1,1,1,1970
5442,1,0.06453957575752689,0,0,1,1,0,0.6447124953741211,2,1,0.10091743119266061,0.45714285714285713,0.6464646464646465,0,0,1,3,1,1,0.2502320844361998,0,1,1,1,1970
3348,3,0.5052740337100564,0,0,3,1,0,0.7142957161860753,1,0,0.5045871559633028,0.2857142857142857,0.0,0,2,0,2,1,0,0.5800473688529904,1,1,1,1,1970
266,4,0.2969112395774244,0,1,0,1,0,0.6897710565007352,0,1,0.15596330275229364,0.42857142857142855,0.06060606060606061,0,2,1,5,2,3,0.11981006551059137,0,1,1,1,1970
1954,1,0.13126253796369688,0,1,3,1,1,0.7812284334023465,1,2,0.33944954128440374,0.34285714285714286,0.3434343434343435,0,0,1,5,1,0,0.49002401107374827,3,2,1,1,1970
2515,1,0.1659280460818436,1,0,1,3,1,0.10623018373490964,1,2,0.05504587155963314,0.7999999999999999,0.22222222222222224,0,4,2,8,0,0,0.3349837837872757,0,1,1,1,1970
2456,4,0.6501467045087991,0,1,1,1,1,0.8492613596583352,2,1,0.3119266055045873,0.11428571428571428,0.696969696969697,0,1,0,2,1,3,0.3991332105163974,3,2,1,1,1970
1105,1,0.25089967978617034,0,0,3,1,0,0.7750772646802893,2,2,0.0825688073394496,0.05714285714285714,0.3535353535353536,0,2,2,8,0,0,0.32077519196738674,0,1,1,1,1970
5350,0,0.06370111197452852,0,0,1,1,1,0.8111241135815805,1,0,0.11926605504587162,0.19999999999999998,0.6767676767676768,0,0,1,3,3,0,0.3699928673680921,0,2,1,1,1970
5324,3,0.34142736746796243,0,1,1,1,0,0.9662835938828378,1,1,0.22018348623853212,0.17142857142857143,0.23232323232323235,0,2,0,0,3,2,0.5420841354446638,0,0,1,1,1970
442,3,0.2961160785611936,0,2,1,1,1,0.3011572198717756,2,1,0.8990825688073396,0.5714285714285714,0.7171717171717172,0,0,0,2,3,0,0.48589416348720027,2,2,1,1,1970
1989,3,0.3128187487019545,1,1,3,0,0,0.22085196187275583,1,1,0.21100917431192667,0.02857142857142857,0.09090909090909091,0,5,2,8,0,0,0.4705088528100023,3,2,1,1,1970
2468,4,0.41716994828916354,1,0,3,4,0,0.0,1,0,0.4678899082568808,0.34285714285714286,0.9393939393939394,0,2,1,5,0,3,0.560042178235381,2,1,1,1,1970
553,1,0.06488231001219277,0,0,1,1,1,0.9849171342555086,1,1,0.10091743119266061,0.5428571428571428,0.696969696969697,0,0,1,3,1,1,0.35999027205928746,0,1,1,1,1970
2556,3,0.2757793977407781,0,0,0,1,0,0.9744951540792751,1,1,0.11926605504587162,0.02857142857142857,0.7272727272727273,0,2,1,4,2,1,0.3699928673680921,0,1,1,1,1970
693,1,0.2413384833073968,0,0,0,1,1,0.9388783868935098,1,0,0.07339449541284404,0.02857142857142857,0.9696969696969697,0,7,1,4,0,2,0.3449863790960804,0,1,1,1,1970
4623,4,0.30351216986634655,1,1,3,1,1,0.34504555865614467,1,2,0.20183486238532122,0.8571428571428571,0.7272727272727273,0,6,1,5,1,1,0.41500454625771316,3,2,1,1,1970
4327,3,0.6826523068270591,0,0,1,0,0,0.16555145477640754,1,1,0.3853211009174313,0.6571428571428571,0.5353535353535354,0,1,1,5,1,2,0.51503049934576,1,2,1,1,1970
3831,3,0.2862946353113117,0,1,1,1,0,0.2679209049719447,1,1,0.14678899082568808,0.19999999999999998,0.5050505050505051,0,4,1,5,2,1,0.38499676033129915,0,1,1,1,1970
456,2,0.03606612107339721,1,0,3,1,0,0.43868334983646895,0,2,0.03669724770642202,0.42857142857142855,0.5858585858585859,0,0,0,2,1,0,0.16256916723022868,0,1,1,1,1970
5432,0,0.24348789010233565,1,0,0,4,0,0.0,1,1,0.11009174311926606,0.5142857142857142,0.4545454545454546,0,4,0,0,0,2,0.36499156971368973,0,1,1,1,1970
